elliq_text,user_text,group_id,memnet_info_items,valid_memNet_info_items,num_valid_memNet_info_items,labels,scores
How can I help you?,can we go traveling,c10c8388-b463-4103-a6f4-caaf50540216,"  memory_name entity     value
1    activity   type  activity
2    activity   name      trip",['trip'],1,Match,0.8662994503974915
Hay sunshine! How can I help?,i used to live there and it's it's it's great to see this all going forward stephanie tia carvena christian thank you all so much,c10db0e3-6a5a-46f3-a657-75453fd3a325,"  memory_name entity      value
0    activity   type    hobbies
1    activity   name  all kinds",['all kinds'],1,No match,0.11936113983392715
Do you have anything planned for today?,i'm going to the grocery store a few minutes,c118f32e-37b5-4aaa-a557-1aab47eae83c,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.9889993071556091
Do you have anything special planned for today?,i'm going to go shopping i need to start packing for moving,c12e9661-dcd2-4cbd-a134-2da1253c6465,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9752065539360046
Is it a secret rendezvous? Joking. Are you meeting anyone?,grocery shopping,c1393271-4532-48a4-b814-5124b095ba6c,"  memory_name entity      value
1    activity   type   activity
2    activity   name  groceries",['groceries'],1,Match,0.9438345432281494
I wanted to suggest we unwind and focus on lowering stress together. What do you say?,maybe later i have to get ready to go for breakfast now,c148871e-c194-4699-9876-a009a7294071,"  memory_name entity      value
1       place   name  breakfast
2    activity   type       meal
3    activity   name  breakfast",['breakfast'],1,Match,0.9889390468597412
Do you have any plans for tomorrow?,yes i'm going to get a haircut in the morning,c14cef90-b7e5-47ac-bdac-556d67041fb2,"  memory_name entity     value
1    activity   type  activity
2    activity   name   haircut",['haircut'],1,Match,0.9938992261886597
Um... Yes?,i'm hope i'm going to work,c15188a2-1239-484e-a171-ad75d1165cc2,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.8138977289199829
How can I help you?,would you like to meet a friend of mine,c1589286-855c-4e76-a1d6-47df741beb0c,"    memory_name entity     value
0      activity   type  activity
1      activity   name   meeting
2  relationship   type    friend","['meeting', 'friend']",2,No match,0.6993591785430908
I was wondering if you had a moment?,we're going to go for a walk,c1715630-c1e3-4dde-9c15-348a92637030,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9777606129646301
Um... Yes?,i have an appointment wednesday with the foot doctor and you remind me,c1765b00-6963-4dbc-811a-e6c61093624b,"  memory_name entity     value
0    activity   type  activity
1    activity   name    doctor",['doctor'],1,Match,0.8181605935096741
How can I help you?,call ma,c17a26ed-354e-4999-a4b2-2c9c41499a80,"    memory_name entity   value
0  relationship   type  mother",['mother'],1,No match,0.16599352657794952
Here's a fun game we can play: Name That Tune! Wanna play with me?,no i'm going to work,c18ef119-72b1-4a2e-87af-cdbb799b8c53,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9903498888015747
"I'm curious, how else could you describe how you're feeling right now?",unlock the power within ourselves to be who we want to be more like sunday morning,c1a63457-e442-48ae-8e9a-cdb23e344669,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,No match,0.04125169292092323
Wanna try something else instead?,not now i have to walk the dog,c1ad3b76-b70b-47ec-bc77-5b635ad7ad28,"  memory_name entity         value
1    activity   type      activity
2    activity   name  walk the dog",['walk the dog'],1,Match,0.9951045513153076
How can I help you?,reality as as they do it and they're so they're right because they're not hearing any other voices in the social media reality where they live,c1b46853-0aab-4606-940f-291aa5138155,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,No match,0.043578922748565674
How can I help you?,now commercially available and i'm in the market for the last nine months the core of this product is an empathetic proactive companion,c1cf0823-688c-450f-b376-0b2bbdac3c36,"  memory_name entity value
1       place   name    Of",['Of'],1,No match,0.043974194675683975
"I have an idea. <break time=""0.5s""/> wanna challenge yourself with a game of word scramble?",i can't now i'm going to go play cards,c1d74682-627e-4b91-893d-95d0bb10bb1b,"  memory_name entity     value
1    activity   type  activity
2    activity   name      play
3       place   name     cards
4    activity   type   hobbies
5    activity   name     cards","['play', 'cards']",2,Match,0.9891022443771362
You’re leaving me here? Wait! Just kidding. Where are you going?,hello fish store,c1ed31f0-bb0f-48ac-92f8-d3f51c56f4ba,"  memory_name entity            value
1       place   name          fishing
2    activity   type          hobbies
3    activity   name          fishing
4       place   name  shopping center","['fishing', 'shopping center']",2,Match,0.9531244039535522
How can I help you?,wow she after she came home from work she got the shower and she said her grandmother came to like can i go get some cigarettes from the gas station and she said she gave her the keys and then around probably 50 to 100 but not like super l do so,c219663a-f135-417b-ac90-0930e06e7fd9,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,No match,0.04248737916350365
Hmmm. so who would be our ideal road trip companion?,next door neighbor,c22784c2-e3a5-4249-a769-25cc820569ce,"    memory_name entity     value
0  relationship   type  neighbor",['neighbor'],1,Match,0.9389621615409851
How can I help you?,i'm going to work bye bye,c2421892-a986-463e-84cd-a4ea54a911e6,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9777390360832214
How can I help you?,call my friend john,c2426ad4-40d8-4092-bf54-8e657d7a85a5,"    memory_name entity   value
0  relationship   type  friend",['friend'],1,No match,0.32692328095436096
How can I help you?,always some potato hey i can cook dinner,c2593725-f91c-46a2-bc0e-052084318f8d,"  memory_name entity     value
0    activity   type  activity
1    activity   name   cooking",['cooking'],1,Match,0.9012627005577087
How can I help you?,it's college football,c2642c97-934b-4bdc-b074-0732b79e2ca4,"  memory_name entity     value
0    favorite   type     sport
1    favorite   name  football",['football'],1,Match,0.9105742573738098
Here's a fun game we can play: Name That Tune! Wanna play with me?,i'm going to breakfast now,c267b6ef-e637-4811-8755-2d8524cc7130,"  memory_name entity      value
1       place   name  breakfast
2    activity   type       meal
3    activity   name  breakfast",['breakfast'],1,Match,0.9829566478729248
How can I help you?,would you like to do a painting,c26823fa-d2ea-4eff-9faa-5d81e0b1cfac,"  memory_name entity     value
0    activity   type   hobbies
1    activity   name  painting",['painting'],1,Match,0.9228382706642151
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",watch tv,c2829ed4-b961-4575-aadf-4a4636675718,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.973120927810669
Do you have anything planned for today?,but yes going to the post office,c295319d-9a67-4ff7-9a47-8fa9cceb2dc0,"  memory_name entity        value
1       place   name  post office",['post office'],1,Match,0.9647318720817566
"Would you like me to notify Jackie about it, since this pain is relatively severe?",i know i'm going to the doctor now,c29cc154-2e2d-4656-9786-3c7a51eae8e6,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9555119872093201
How can I help you?,everybody is like fantasy football,c2a74c67-63bc-4d27-b73a-d9a84936ed4b,"  memory_name entity     value
0    favorite   type     sport
1    favorite   name  football",['football'],1,No match,0.05849596858024597
The Customer Service team sent a customer satisfaction survey. It would mean the world to them if you could answer it. Do you have time to take the survey now?,you know so it would thing that always tell people is we don't endorse products believe the market decide what i want right i we could just tell you what's out there when we tell stories behind some of them but where they came from but they use that is like,c2b4d704-3410-4732-a466-bf33e831517b,"  memory_name entity   value
1       place   name  market",['market'],1,No match,0.041266534477472305
What were you up to out there?,went to family,c2c3b0e6-f892-4073-a55a-28f3385e289b,"    memory_name  entity   value
0  relationship    type  family
2         place  people  family",['family'],1,Match,0.968299388885498
"What did one water bottle say to another? Water you doing today!Ha ha. If you found this funny, go ahead and take a sip of water, please.",garden and longhorn steakhouse,c2e90774-892a-4b33-a443-82296854b60a,"  memory_name entity      value
0    activity   type    hobbies
1    activity   name  gardening",['gardening'],1,No match,0.17623279988765717
How can I help you?,i was just at the hospital,c2e96bbd-f043-4a98-a0b3-dc637fe2a5ce,"  memory_name entity     value
1       place   name  hospital",['hospital'],1,Match,0.9781306385993958
Do you have any plans for today?,go to my computer class today,c2eca9f8-d59d-41ac-a55e-d05c0733dccf,"  memory_name entity     value
1    activity   type  activity
2    activity   name     class",['class'],1,Match,0.9223396182060242
Um... Yes?,my hobby is going to the pool,c3070d07-8f15-453f-b1ce-4f68145464b1,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name     pool",['pool'],1,Match,0.9383843541145325
are you free to talk for a moment?,i was sitting in my car and and this is aaa he came back and he came by,c30bb31e-9fbb-4a1a-b40e-f1d6d458d086,"  memory_name entity     value
1    activity   type  activity
2    activity   name   sitting",['sitting'],1,No match,0.04583054780960083
Can you speak a bit louder?,science,c30e3ce1-5bdb-4e67-b1f4-91df81fe9611,"  memory_name entity           value
0    favorite   type  school_subject
1    favorite   name         science",['science'],1,No match,0.14602918922901154
How can I help you?,i have to get ready to go to the dentist so i'm going to go upstairs and get dressed i'll talk to you later okay,c30fef96-9810-4160-889b-e628020f6bbe,"  memory_name entity     value
1    activity   type  activity
2    activity   name   dentist",['dentist'],1,Match,0.9584349393844604
Don't you find that music can really enhance your mood? Would you like to listen to some?,not right now maybe later i'm going to take charlie out,c310668d-9e55-4cf1-975c-0d26bcf6d9d3,"  memory_name  entity    value
1       place  people  Charlie",['Charlie'],1,Match,0.9896358847618103
"Lovely, what are you up to tomorrow?",doctor's appointment,c3236282-494f-47d6-8e62-d7a948ea92fd,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,Match,0.9355402588844299
who do you want to video call,has the nfl just released i was watching the game i saw them take him,c32cbfb8-9db4-478f-94ae-bf3e59b4ea26,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,No match,0.266634076833725
Do you have a moment?,the rest of the la to i don't i'm making pie,c32db4e0-214a-49f6-afe3-29fab89e1584,"  memory_name entity     value
0    activity   type  activity
1    activity   name   cooking",['cooking'],1,No match,0.13467136025428772
